"RelativePath","Type","Bytes","LastWriteTimeUtc"
"install\runtime\Lib\site-packages\botocore\data\kendra-ranking\2022-10-19\service-2.json.gz","file","4449","2026-08-26T23:47:25.6593604Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10","directory",,"2026-08-26T23:47:25.7578840Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10\endpoint-rule-set-1.json.gz","file","1235","2026-08-26T23:47:25.7158175Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10\examples-1.json","file","44","2026-08-26T23:47:25.7198179Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10\paginators-1.json","file","668","2026-08-26T23:47:25.7248175Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10\service-2.json.gz","file","15448","2026-08-26T23:47:25.7279124Z"
"install\runtime\Lib\site-packages\botocore\data\keyspaces\2022-02-10\waiters-2.json","file","38","2026-08-26T23:47:25.7319132Z"
"install\runtime\Lib\site-packages\botocore\data\keyspacesstreams\2024-09-09","directory",,"2026-08-26T23:47:25.7943959Z"
"install\runtime\Lib\site-packages\botocore\data\keyspacesstreams\2024-09-09\endpoint-rule-set-1.json.gz","file","840","2026-08-26T23:47:25.7578840Z"
"install\runtime\Lib\site-packages\botocore\data\keyspacesstreams\2024-09-09\paginators-1.json","file","342","2026-08-26T23:47:25.7635396Z"
"install\runtime\Lib\site-packages\botocore\data\keyspacesstreams\2024-09-09\paginators-1.sdk-extras.json","file","378","2026-08-26T23:47:25.7635396Z"
"install\runtime\Lib\site-packages\botocore\data\keyspacesstreams\2024-09-09\service-2.json.gz","file","7354","2026-08-26T23:47:25.7943959Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02","directory",,"2026-08-26T23:47:25.9386518Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02\endpoint-rule-set-1.json.gz","file","6788","2026-08-26T23:47:25.9195698Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02\examples-1.json","file","44","2026-08-26T23:47:25.9225708Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02\paginators-1.json","file","1257","2026-08-26T23:47:25.9285700Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02\service-2.json.gz","file","27301","2026-08-26T23:47:25.9326534Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis\2013-12-02\waiters-2.json","file","615","2026-08-26T23:47:25.9356506Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-archived-media\2017-09-30","directory",,"2026-08-26T23:47:25.8258782Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-archived-media\2017-09-30\endpoint-rule-set-1.json.gz","file","1151","2026-08-26T23:47:25.7943959Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-archived-media\2017-09-30\examples-1.json","file","44","2026-08-26T23:47:25.8120793Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-archived-media\2017-09-30\paginators-1.json","file","346","2026-08-26T23:47:25.8181063Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-archived-media\2017-09-30\service-2.json.gz","file","13543","2026-08-26T23:47:25.8221182Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-media\2017-09-30","directory",,"2026-08-26T23:47:25.8668108Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-media\2017-09-30\endpoint-rule-set-1.json.gz","file","1151","2026-08-26T23:47:25.8410390Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-media\2017-09-30\examples-1.json","file","44","2026-08-26T23:47:25.8450372Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-media\2017-09-30\paginators-1.json","file","23","2026-08-26T23:47:25.8668108Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-media\2017-09-30\service-2.json.gz","file","3456","2026-08-26T23:47:25.8668108Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-signaling\2019-12-04","directory",,"2026-08-26T23:47:25.8927312Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-signaling\2019-12-04\endpoint-rule-set-1.json.gz","file","1151","2026-08-26T23:47:25.8751788Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-signaling\2019-12-04\examples-1.json","file","44","2026-08-26T23:47:25.8791914Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-signaling\2019-12-04\paginators-1.json","file","23","2026-08-26T23:47:25.8847155Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-signaling\2019-12-04\service-2.json.gz","file","2462","2026-08-26T23:47:25.8887243Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-webrtc-storage\2018-05-10","directory",,"2026-08-26T23:47:25.9044552Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-webrtc-storage\2018-05-10\endpoint-rule-set-1.json.gz","file","1302","2026-08-26T23:47:25.8927312Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-webrtc-storage\2018-05-10\paginators-1.json","file","23","2026-08-26T23:47:25.8947350Z"
"install\runtime\Lib\site-packages\botocore\data\kinesis-video-webrtc-storage\2018-05-10\service-2.json.gz","file","2094","2026-08-26T23:47:25.9024583Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalytics\2015-08-14","directory",,"2026-08-26T23:47:25.9556501Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalytics\2015-08-14\endpoint-rule-set-1.json.gz","file","1156","2026-08-26T23:47:25.9396512Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalytics\2015-08-14\examples-1.json","file","44","2026-08-26T23:47:25.9426522Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalytics\2015-08-14\paginators-1.json","file","23","2026-08-26T23:47:25.9486529Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalytics\2015-08-14\service-2.json.gz","file","14058","2026-08-26T23:47:25.9536525Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalyticsv2\2018-05-23","directory",,"2026-08-26T23:47:25.9721382Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalyticsv2\2018-05-23\endpoint-rule-set-1.json.gz","file","1156","2026-08-26T23:47:25.9576520Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalyticsv2\2018-05-23\examples-1.json","file","44","2026-08-26T23:47:25.9606522Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalyticsv2\2018-05-23\paginators-1.json","file","753","2026-08-26T23:47:25.9635525Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisanalyticsv2\2018-05-23\service-2.json.gz","file","25514","2026-08-26T23:47:25.9701316Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisvideo\2017-09-30","directory",,"2026-08-26T23:47:26.0096464Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisvideo\2017-09-30\endpoint-rule-set-1.json.gz","file","1151","2026-08-26T23:47:25.9962396Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisvideo\2017-09-30\examples-1.json","file","44","2026-08-26T23:47:26.0002602Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisvideo\2017-09-30\paginators-1.json","file","758","2026-08-26T23:47:26.0042757Z"
"install\runtime\Lib\site-packages\botocore\data\kinesisvideo\2017-09-30\service-2.json.gz","file","15837","2026-08-26T23:47:26.0062939Z"
"install\runtime\Lib\site-packages\botocore\data\kms\2014-11-01","directory",,"2026-08-26T23:47:26.0468789Z"
"install\runtime\Lib\site-packages\botocore\data\kms\2014-11-01\endpoint-rule-set-1.json.gz","file","1145","2026-08-26T23:47:26.0116543Z"
"install\runtime\Lib\site-packages\botocore\data\kms\2014-11-01\examples-1.json","file","77655","2026-08-26T23:47:26.0154764Z"
"install\runtime\Lib\site-packages\botocore\data\kms\2014-11-01\paginators-1.json","file","1565","2026-08-26T23:47:26.0181225Z"
"install\runtime\Lib\site-packages\botocore\data\kms\2014-11-01\service-2.json.gz","file","76726","2026-08-26T23:47:26.0333573Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31","directory",,"2026-08-26T23:47:26.0801706Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31\endpoint-rule-set-1.json.gz","file","1152","2026-08-26T23:47:26.0494996Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31\examples-1.json","file","44","2026-08-26T23:47:26.0515064Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31\paginators-1.json","file","1052","2026-08-26T23:47:26.0575311Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31\paginators-1.sdk-extras.json","file","159","2026-08-26T23:47:26.0595384Z"
"install\runtime\Lib\site-packages\botocore\data\lakeformation\2017-03-31\service-2.json.gz","file","26304","2026-08-26T23:47:26.0787182Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2014-11-11","directory",,"2026-08-26T23:47:26.1308004Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31","directory",,"2026-08-26T23:47:26.1968710Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2014-11-11\endpoint-rule-set-1.json.gz","file","1288","2026-08-26T23:47:26.1076117Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2014-11-11\service-2.json.gz","file","5528","2026-08-26T23:47:26.1292878Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\endpoint-rule-set-1.json.gz","file","1148","2026-08-26T23:47:26.1308004Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\examples-1.json","file","52811","2026-08-26T23:47:26.1308004Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\paginators-1.json","file","2839","2026-08-26T23:47:26.1639300Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\paginators-1.sdk-extras.json","file","196","2026-08-26T23:47:26.1639300Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\service-2.json.gz","file","69622","2026-08-26T23:47:26.1719427Z"
"install\runtime\Lib\site-packages\botocore\data\lambda\2015-03-31\waiters-2.json","file","4032","2026-08-26T23:47:26.1759585Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-core\2026-04-30","directory",,"2026-08-26T23:47:26.0956009Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-core\2026-04-30\endpoint-rule-set-1.json.gz","file","1297","2026-08-26T23:47:26.0829570Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-core\2026-04-30\paginators-1.json","file","201","2026-08-26T23:47:26.0869771Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-core\2026-04-30\service-2.json.gz","file","5331","2026-08-26T23:47:26.0929958Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-microvms\2025-09-09","directory",,"2026-08-26T23:47:26.1066072Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-microvms\2025-09-09\endpoint-rule-set-1.json.gz","file","1297","2026-08-26T23:47:26.0976085Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-microvms\2025-09-09\paginators-1.json","file","1037","2026-08-26T23:47:26.1006090Z"
"install\runtime\Lib\site-packages\botocore\data\lambda-microvms\2025-09-09\service-2.json.gz","file","10772","2026-08-26T23:47:26.1036073Z"
"install\runtime\Lib\site-packages\botocore\data\launch-wizard\2018-05-10","directory",,"2026-08-26T23:47:26.2256983Z"
"install\runtime\Lib\site-packages\botocore\data\launch-wizard\2018-05-10\endpoint-rule-set-1.json.gz","file","1302","2026-08-26T23:47:26.2118804Z"
"install\runtime\Lib\site-packages\botocore\data\launch-wizard\2018-05-10\paginators-1.json","file","929","2026-08-26T23:47:26.2136426Z"
"install\runtime\Lib\site-packages\botocore\data\launch-wizard\2018-05-10\service-2.json.gz","file","5233","2026-08-26T23:47:26.2136426Z"
"install\runtime\Lib\site-packages\botocore\data\launch-wizard\2018-05-10\waiters-2.json","file","39","2026-08-26T23:47:26.2216830Z"
"install\runtime\Lib\site-packages\botocore\data\lex-models\2017-04-19","directory",,"2026-08-26T23:47:26.2648839Z"
"install\runtime\Lib\site-packages\botocore\data\lex-models\2017-04-19\endpoint-rule-set-1.json.gz","file","1331","2026-08-26T23:47:26.2256983Z"
"install\runtime\Lib\site-packages\botocore\data\lex-models\2017-04-19\examples-1.json","file","23898","2026-08-26T23:47:26.2292306Z"
"install\runtime\Lib\site-packages\botocore\data\lex-models\2017-04-19\paginators-1.json","file","1686","2026-08-26T23:47:26.2292306Z"
"install\runtime\Lib\site-packages\botocore\data\lex-models\2017-04-19\service-2.json.gz","file","30189","2026-08-26T23:47:26.2616991Z"
"install\runtime\Lib\site-packages\botocore\data\lex-runtime\2016-11-28","directory",,"2026-08-26T23:47:26.3142938Z"
"install\runtime\Lib\site-packages\botocore\data\lex-runtime\2016-11-28\endpoint-rule-set-1.json.gz","file","1331","2026-08-26T23:47:26.2658836Z"
"install\runtime\Lib\site-packages\botocore\data\lex-runtime\2016-11-28\examples-1.json","file","44","2026-08-26T23:47:26.2698851Z"
"install\runtime\Lib\site-packages\botocore\data\lex-runtime\2016-11-28\paginators-1.json","file","23","2026-08-26T23:47:26.3137571Z"
"install\runtime\Lib\site-packages\botocore\data\lex-runtime\2016-11-28\service-2.json.gz","file","11824","2026-08-26T23:47:26.3142938Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07","directory",,"2026-08-26T23:47:26.3590524Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07\endpoint-rule-set-1.json.gz","file","1154","2026-08-26T23:47:26.3142938Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07\examples-1.json","file","44","2026-08-26T23:47:26.3230483Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07\paginators-1.json","file","666","2026-08-26T23:47:26.3473584Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07\service-2.json.gz","file","82583","2026-08-26T23:47:26.3473584Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-models\2020-08-07\waiters-2.json","file","7231","2026-08-26T23:47:26.3570540Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-runtime\2020-08-07","directory",,"2026-08-26T23:47:26.3973365Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-runtime\2020-08-07\endpoint-rule-set-1.json.gz","file","1154","2026-08-26T23:47:26.3600527Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-runtime\2020-08-07\examples-1.json","file","44","2026-08-26T23:47:26.3640545Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-runtime\2020-08-07\paginators-1.json","file","23","2026-08-26T23:47:26.3882817Z"
"install\runtime\Lib\site-packages\botocore\data\lexv2-runtime\2020-08-07\service-2.json.gz","file","12913","2026-08-26T23:47:26.3943361Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager\2018-08-01","directory",,"2026-08-26T23:47:26.4672361Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager\2018-08-01\endpoint-rule-set-1.json.gz","file","1156","2026-08-26T23:47:26.4296477Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager\2018-08-01\examples-1.json","file","44","2026-08-26T23:47:26.4296477Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager\2018-08-01\paginators-1.json","file","1012","2026-08-26T23:47:26.4451253Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager\2018-08-01\service-2.json.gz","file","20604","2026-08-26T23:47:26.4652284Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-linux-subscriptions\2018-05-10","directory",,"2026-08-26T23:47:26.4073482Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-linux-subscriptions\2018-05-10\endpoint-rule-set-1.json.gz","file","1318","2026-08-26T23:47:26.3983376Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-linux-subscriptions\2018-05-10\paginators-1.json","file","591","2026-08-26T23:47:26.4013360Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-linux-subscriptions\2018-05-10\service-2.json.gz","file","4790","2026-08-26T23:47:26.4053364Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-user-subscriptions\2018-05-10","directory",,"2026-08-26T23:47:26.4143374Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-user-subscriptions\2018-05-10\endpoint-rule-set-1.json.gz","file","1171","2026-08-26T23:47:26.4083367Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-user-subscriptions\2018-05-10\paginators-1.json","file","944","2026-08-26T23:47:26.4123361Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-user-subscriptions\2018-05-10\service-2.json.gz","file","6693","2026-08-26T23:47:26.4143374Z"
"install\runtime\Lib\site-packages\botocore\data\license-manager-user-subscriptions\2018-05-10\waiters-2.json","file","39","2026-08-26T23:47:26.4143374Z"
"install\runtime\Lib\site-packages\botocore\data\lightsail\2016-11-28","directory",,"2026-08-26T23:47:26.4970524Z"
"install\runtime\Lib\site-packages\botocore\data\lightsail\2016-11-28\endpoint-rule-set-1.json.gz","file","1150","2026-08-26T23:47:26.4672361Z"
"install\runtime\Lib\site-packages\botocore\data\lightsail\2016-11-28\examples-1.json","file","44","2026-08-26T23:47:26.4718366Z"
"install\runtime\Lib\site-packages\botocore\data\lightsail\2016-11-28\paginators-1.json","file","2925","2026-08-26T23:47:26.4804598Z"
"install\runtime\Lib\site-packages\botocore\data\lightsail\2016-11-28\service-2.json.gz","file","88351","2026-08-26T23:47:26.4960416Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19","directory",,"2026-08-26T23:47:26.5620959Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\endpoint-rule-set-1.json.gz","file","1145","2026-08-26T23:47:26.4970524Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\examples-1.json","file","44","2026-08-26T23:47:26.4970524Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\paginators-1.json","file","2028","2026-08-26T23:47:26.5324929Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\paginators-1.sdk-extras.json","file","197","2026-08-26T23:47:26.5344845Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\service-2.json.gz","file","48019","2026-08-26T23:47:26.5540927Z"
"install\runtime\Lib\site-packages\botocore\data\location\2020-11-19\waiters-2.json","file","560","2026-08-26T23:47:26.5570954Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28","directory",,"2026-08-26T23:47:26.6045916Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28\endpoint-rule-set-1.json.gz","file","1230","2026-08-26T23:47:26.5650934Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28\examples-1.json","file","44","2026-08-26T23:47:26.5680948Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28\paginators-1.json","file","3553","2026-08-26T23:47:26.5730939Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28\paginators-1.sdk-extras.json","file","198","2026-08-26T23:47:26.5961484Z"
"install\runtime\Lib\site-packages\botocore\data\logs\2014-03-28\service-2.json.gz","file","86710","2026-08-26T23:47:26.6025844Z"
"install\runtime\Lib\site-packages\botocore\data\lookoutequipment\2020-12-15","directory",,"2026-08-26T23:47:26.6226123Z"
"install\runtime\Lib\site-packages\botocore\data\lookoutequipment\2020-12-15\endpoint-rule-set-1.json.gz","file","1156","2026-08-26T23:47:26.6045916Z"
"install\runtime\Lib\site-packages\botocore\data\lookoutequipment\2020-12-15\examples-1.json","file","44","2026-08-26T23:47:26.6045916Z"
"install\runtime\Lib\site-packages\botocore\data\lookoutequipment\2020-12-15\paginators-1.json","file","23","2026-08-26T23:47:26.6149651Z"
"install\runtime\Lib\site-packages\botocore\data\lookoutequipment\2020-12-15\service-2.json.gz","file","23238","2026-08-26T23:47:26.6206063Z"
"install\runtime\Lib\site-packages\botocore\data\m2\2021-04-28","directory",,"2026-08-26T23:47:26.6666815Z"
"install\runtime\Lib\site-packages\botocore\data\m2\2021-04-28\endpoint-rule-set-1.json.gz","file","1145","2026-08-26T23:47:26.6226123Z"
"install\runtime\Lib\site-packages\botocore\data\m2\2021-04-28\paginators-1.json","file","1787","2026-08-26T23:47:26.6626614Z"
"install\runtime\Lib\site-packages\botocore\data\m2\2021-04-28\service-2.json.gz","file","16743","2026-08-26T23:47:26.6646744Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12","directory",,"2026-08-26T23:47:26.7025189Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12\endpoint-rule-set-1.json.gz","file","1156","2026-08-26T23:47:26.6706043Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12\examples-1.json","file","44","2026-08-26T23:47:26.6726136Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12\paginators-1.json","file","679","2026-08-26T23:47:26.6929190Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12\service-2.json.gz","file","21306","2026-08-26T23:47:26.6975245Z"
"install\runtime\Lib\site-packages\botocore\data\machinelearning\2014-12-12\waiters-2.json","file","1902","2026-08-26T23:47:26.7005194Z"
"install\runtime\Lib\site-packages\botocore\data\macie2\2020-01-01","directory",,"2026-08-26T23:47:26.7685153Z"
"install\runtime\Lib\site-packages\botocore\data\macie2\2020-01-01\endpoint-rule-set-1.json.gz","file","1148","2026-08-26T23:47:26.7245842Z"
"install\runtime\Lib\site-packages\botocore\data\macie2\2020-01-01\paginators-1.json","file","2959","2026-08-26T23:47:26.7450775Z"
"install\runtime\Lib\site-packages\botocore\data\macie2\2020-01-01\service-2.json.gz","file","59386","2026-08-26T23:47:26.7619965Z"
"install\runtime\Lib\site-packages\botocore\data\macie2\2020-01-01\waiters-2.json","file","553","2026-08-26T23:47:26.7645729Z"
"install\runtime\Lib\site-packages\botocore\data\mailmanager\2023-10-17","directory",,"2026-08-26T23:47:26.7878813Z"
"install\runtime\Lib\site-packages\botocore\data\mailmanager\2023-10-17\endpoint-rule-set-1.json.gz","file","1302","2026-08-26T23:47:26.7685153Z"
"install\runtime\Lib\site-packages\botocore\data\mailmanager\2023-10-17\paginators-1.json","file","2045","2026-08-26T23:47:26.7734919Z"
"install\runtime\Lib\site-packages\botocore\data\mailmanager\2023-10-17\service-2.json.gz","file","23801","2026-08-26T23:47:26.7775053Z"
"install\runtime\Lib\site-packages\botocore\data\mailmanager\2023-10-17\waiters-2.json","file","39","2026-08-26T23:47:26.7775053Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain\2018-09-24","directory",,"2026-08-26T23:47:26.8524049Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain\2018-09-24\endpoint-rule-set-1.json.gz","file","1158","2026-08-26T23:47:26.8363972Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain\2018-09-24\examples-1.json","file","44","2026-08-26T23:47:26.8404105Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain\2018-09-24\paginators-1.json","file","189","2026-08-26T23:47:26.8444268Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain\2018-09-24\service-2.json.gz","file","13879","2026-08-26T23:47:26.8484463Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain-query\2023-05-04","directory",,"2026-08-26T23:47:26.8165655Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain-query\2023-05-04\endpoint-rule-set-1.json.gz","file","1312","2026-08-26T23:47:26.7898896Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain-query\2023-05-04\paginators-1.json","file","882","2026-08-26T23:47:26.7918993Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain-query\2023-05-04\service-2.json.gz","file","7186","2026-08-26T23:47:26.8085668Z"
"install\runtime\Lib\site-packages\botocore\data\managedblockchain-query\2023-05-04\waiters-2.json","file","39","2026-08-26T23:47:26.8115642Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-agreement\2020-03-01","directory",,"2026-08-26T23:47:26.8940944Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-agreement\2020-03-01\endpoint-rule-set-1.json.gz","file","1309","2026-08-26T23:47:26.8524049Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-agreement\2020-03-01\paginators-1.json","file","1471","2026-08-26T23:47:26.8524049Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-agreement\2020-03-01\service-2.json.gz","file","20837","2026-08-26T23:47:26.8840420Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-agreement\2020-03-01\waiters-2.json","file","39","2026-08-26T23:47:26.8880640Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-catalog\2018-09-17","directory",,"2026-08-26T23:47:26.9342320Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-catalog\2018-09-17\endpoint-rule-set-1.json.gz","file","1368","2026-08-26T23:47:26.8961070Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-catalog\2018-09-17\examples-1.json","file","44","2026-08-26T23:47:26.8998112Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-catalog\2018-09-17\paginators-1.json","file","372","2026-08-26T23:47:26.9048998Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-catalog\2018-09-17\service-2.json.gz","file","14055","2026-08-26T23:47:26.9299823Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-deployment\2023-01-25","directory",,"2026-08-26T23:47:27.0093148Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-deployment\2023-01-25\endpoint-rule-set-1.json.gz","file","1310","2026-08-26T23:47:26.9616708Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-deployment\2023-01-25\paginators-1.json","file","23","2026-08-26T23:47:26.9656855Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-deployment\2023-01-25\service-2.json.gz","file","2721","2026-08-26T23:47:27.0093148Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05","directory",,"2026-08-26T23:47:27.0714116Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05\endpoint-rule-set-1.json.gz","file","844","2026-08-26T23:47:27.0093148Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05\paginators-1.json","file","854","2026-08-26T23:47:27.0159232Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05\paginators-1.sdk-extras.json","file","266","2026-08-26T23:47:27.0179302Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05\service-2.json.gz","file","13552","2026-08-26T23:47:27.0294179Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-discovery\2026-02-05\waiters-2.json","file","39","2026-08-26T23:47:27.0433106Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-entitlement\2017-01-11","directory",,"2026-08-26T23:47:27.0795250Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-entitlement\2017-01-11\endpoint-rule-set-1.json.gz","file","1530","2026-08-26T23:47:27.0714116Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-entitlement\2017-01-11\examples-1.json","file","44","2026-08-26T23:47:27.0714116Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-entitlement\2017-01-11\paginators-1.json","file","194","2026-08-26T23:47:27.0795250Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-entitlement\2017-01-11\service-2.json.gz","file","2500","2026-08-26T23:47:27.0795250Z"
"install\runtime\Lib\site-packages\botocore\data\marketplace-reporting\2018-05-10","directory",,"2026-08-26T23:47:27.1272450Z"
